가로등위치,설치개수,소재지도로명주소,소재지지번주소,위도,경도,램프종류,관리기관전화번호,관리기관명,데이터기준일자
025-16,1,강원특별자치도 춘천시 소양로1가 1-41,강원특별자치도 춘천시 소양로1가 1-41,37.89357758,127.7332153,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-17,1,강원특별자치도 춘천시 소양로1가 산 1-35,강원특별자치도 춘천시 소양로1가 산 1-35,37.8936882,127.7327499,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-18,1,강원특별자치도 춘천시 소양로1가 산 1-35,강원특별자치도 춘천시 소양로1가 산 1-35,37.89376068,127.7327499,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-19,1,강원특별자치도 춘천시 소양로1가 47-1,강원특별자치도 춘천시 소양로1가 47-1,37.89397812,127.7328033,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-20,1,강원특별자치도 춘천시 소양로1가 47-1,강원특별자치도 춘천시 소양로1가 47-1,37.89450073,127.7329788,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-21,1,강원특별자치도 춘천시 소양로1가 47-1,강원특별자치도 춘천시 소양로1가 47-1,37.89506149,127.733139,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-22,1,강원특별자치도 춘천시 소양로1가 47-1,강원특별자치도 춘천시 소양로1가 47-1,37.8956604,127.7332993,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-23,1,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.89621353,127.7334595,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-24,1,강원특별자치도 춘천시 우두동 717-42,강원특별자치도 춘천시 우두동 717-42,37.89674759,127.7336044,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-25,1,강원특별자치도 춘천시 우두동 717-41,강원특별자치도 춘천시 우두동 717-41,37.89734268,127.7337799,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-26,1,강원특별자치도 춘천시 우두동 717-41,강원특별자치도 춘천시 우두동 717-41,37.89735031,127.7337112,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-27,1,강원특별자치도 춘천시 우두동 717-42,강원특별자치도 춘천시 우두동 717-42,37.8971138,127.7336349,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-28,1,강원특별자치도 춘천시 우두동 390-5,강원특별자치도 춘천시 우두동 390-5,37.8965416,127.7334747,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-29,1,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.89600754,127.7333221,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-30,1,강원특별자치도 춘천시 우두동 766-3,강원특별자치도 춘천시 우두동 766-3,37.89543152,127.7331619,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-31,1,강원특별자치도 춘천시 소양로1가 47-1,강원특별자치도 춘천시 소양로1가 47-1,37.8948288,127.7329865,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-32,1,강원특별자치도 춘천시 소양로1가 47-1,강원특별자치도 춘천시 소양로1가 47-1,37.89429474,127.7328339,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-33,1,강원특별자치도 춘천시 소양로1가 산 1-35,강원특별자치도 춘천시 소양로1가 산 1-35,37.89378738,127.7326889,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
025-34,1,강원특별자치도 춘천시 후평동 719,강원특별자치도 춘천시 후평동 719,37.89190171,127.739278,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
026-01,1,강원특별자치도 춘천시 소양로1가 109,강원특별자치도 춘천시 소양로1가 109,37.89357376,127.731842,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
026-02,1,강원특별자치도 춘천시 소양로1가 산 1-1,강원특별자치도 춘천시 소양로1가 산 1-1,37.89352798,127.7323914,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
026-03,1,강원특별자치도 춘천시 소양로1가 산 1-35,강원특별자치도 춘천시 소양로1가 산 1-35,37.8935585,127.7326813,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
026-04,1,강원특별자치도 춘천시 소양로1가 1-41,강원특별자치도 춘천시 소양로1가 1-41,37.89347458,127.7331161,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
026-05,1,강원특별자치도 춘천시 소양로1가 1-4,강원특별자치도 춘천시 소양로1가 1-4,37.89334488,127.7335587,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
026-06,1,강원특별자치도 춘천시 소양로1가 산 1-36,강원특별자치도 춘천시 소양로1가 산 1-36,37.89324188,127.7339706,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
026-07,1,강원특별자치도 춘천시 소양로1가 1-10,강원특별자치도 춘천시 소양로1가 1-10,37.89313126,127.7343903,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
026-08,1,강원특별자치도 춘천시 소양로1가 1-10,강원특별자치도 춘천시 소양로1가 1-10,37.89300156,127.7348633,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
026-09,1,강원특별자치도 춘천시 후평동 668-1,강원특별자치도 춘천시 후평동 668-1,37.8928833,127.7353287,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
026-10,1,강원특별자치도 춘천시 후평동 668-1,강원특별자치도 춘천시 후평동 668-1,37.89279175,127.7356949,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
026-11,1,강원특별자치도 춘천시 후평동 산 15-17,강원특별자치도 춘천시 후평동 산 15-17,37.89267349,127.7361832,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
026-12,1,강원특별자치도 춘천시 후평동 산 15-17,강원특별자치도 춘천시 후평동 산 15-17,37.89257431,127.7366028,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
026-13,1,강원특별자치도 춘천시 후평동 산 15-17,강원특별자치도 춘천시 후평동 산 15-17,37.89246368,127.73703,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
026-14,1,강원특별자치도 춘천시 후평동 산 15-17,강원특별자치도 춘천시 후평동 산 15-17,37.8923378,127.7374802,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
026-15,1,강원특별자치도 춘천시 후평동 산 15-17,강원특별자치도 춘천시 후평동 산 15-17,37.89221573,127.7379303,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
026-16,1,강원특별자치도 춘천시 후평동 668-2,강원특별자치도 춘천시 후평동 668-2,37.89210892,127.7383423,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
026-17,1,강원특별자치도 춘천시 후평동 산 15-18,강원특별자치도 춘천시 후평동 산 15-18,37.89198685,127.7387238,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
026-18,1,강원특별자치도 춘천시 후평동 718,강원특별자치도 춘천시 후평동 718,37.89182281,127.7391357,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-01,1,강원특별자치도 춘천시 후평동 668-13,강원특별자치도 춘천시 후평동 668-13,37.89160919,127.7399826,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-02,1,강원특별자치도 춘천시 후평동 623-38,강원특별자치도 춘천시 후평동 623-38,37.89171982,127.7404404,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-03,1,강원특별자치도 춘천시 후평동 198-55,강원특별자치도 춘천시 후평동 198-55,37.89186096,127.7409592,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-04,1,강원특별자치도 춘천시 후평동 198-55,강원특별자치도 춘천시 후평동 198-55,37.89196396,127.7413406,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-05,1,강원특별자치도 춘천시 후평동 198-55,강원특별자치도 춘천시 후평동 198-55,37.89212799,127.7417984,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-06,1,강원특별자치도 춘천시 후평동 198-55,강원특별자치도 춘천시 후평동 198-55,37.89229584,127.7423553,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-07,1,강원특별자치도 춘천시 후평동 198-55,강원특별자치도 춘천시 후평동 198-55,37.89244461,127.7428284,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-08,1,강원특별자치도 춘천시 후평동 198-55,강원특별자치도 춘천시 후평동 198-55,37.89262772,127.7432175,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-09,1,강원특별자치도 춘천시 후평동 198-55,강원특별자치도 춘천시 후평동 198-55,37.8928566,127.743721,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-10,1,강원특별자치도 춘천시 후평동 198-55,강원특별자치도 춘천시 후평동 198-55,37.89307785,127.7441635,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-11,1,강원특별자치도 춘천시 후평동 198-52,강원특별자치도 춘천시 후평동 198-52,37.89224625,127.745369,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-12,1,강원특별자치도 춘천시 후평동 198-55,강원특별자치도 춘천시 후평동 198-55,37.89253998,127.7450714,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-13,1,강원특별자치도 춘천시 후평동 198-55,강원특별자치도 춘천시 후평동 198-55,37.89283371,127.7447433,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-14,1,강원특별자치도 춘천시 후평동 198-25,강원특별자치도 춘천시 후평동 198-25,37.89315033,127.7444916,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-15,1,강원특별자치도 춘천시 후평동 198-55,강원특별자치도 춘천시 후평동 198-55,37.89331055,127.7445831,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-16,1,강원특별자치도 춘천시 후평동 198-55,강원특별자치도 춘천시 후평동 198-55,37.89355469,127.7449951,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-17,1,강원특별자치도 춘천시 후평동 198-55,강원특별자치도 춘천시 후평동 198-55,37.89366913,127.7453613,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-18,1,강원특별자치도 춘천시 후평동 660-2,강원특별자치도 춘천시 후평동 660-2,37.89400864,127.7456284,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-19,1,강원특별자치도 춘천시 동면 장학리 791-155,강원특별자치도 춘천시 동면 장학리 791-155,37.89426804,127.7459793,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-20,1,강원특별자치도 춘천시 동면 장학리 791-160,강원특별자치도 춘천시 동면 장학리 791-160,37.89457321,127.746376,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-21,1,강원특별자치도 춘천시 동면 장학리 791-160,강원특별자치도 춘천시 동면 장학리 791-160,37.89484787,127.7467499,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-22,1,강원특별자치도 춘천시 동면 장학리 791-160,강원특별자치도 춘천시 동면 장학리 791-160,37.89513397,127.7471161,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-23,1,강원특별자치도 춘천시 동면 장학리 791-160,강원특별자치도 춘천시 동면 장학리 791-160,37.895401,127.7474976,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-24,1,강원특별자치도 춘천시 동면 장학리 791-160,강원특별자치도 춘천시 동면 장학리 791-160,37.89569473,127.747879,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-25,1,강원특별자치도 춘천시 동면 장학리 791-160,강원특별자치도 춘천시 동면 장학리 791-160,37.89591217,127.7482376,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-26,1,강원특별자치도 춘천시 동면 장학리 791-164,강원특별자치도 춘천시 동면 장학리 791-164,37.89597702,127.7487564,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-27,2,강원특별자치도 춘천시 동면 장학리 791-155,강원특별자치도 춘천시 동면 장학리 791-155,37.89592743,127.7478943,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-28,2,강원특별자치도 춘천시 동면 장학리 791-155,강원특별자치도 춘천시 동면 장학리 791-155,37.8956337,127.7474976,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-29,2,강원특별자치도 춘천시 동면 장학리 791-155,강원특별자치도 춘천시 동면 장학리 791-155,37.89535904,127.7471085,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-30,2,강원특별자치도 춘천시 동면 장학리 791-155,강원특별자치도 춘천시 동면 장학리 791-155,37.89509583,127.7467728,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-31,2,강원특별자치도 춘천시 동면 장학리 791-155,강원특별자치도 춘천시 동면 장학리 791-155,37.89480591,127.7463837,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-32,2,강원특별자치도 춘천시 동면 장학리 791-155,강원특별자치도 춘천시 동면 장학리 791-155,37.89451599,127.7460327,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-33,2,강원특별자치도 춘천시 동면 장학리 896-8,강원특별자치도 춘천시 동면 장학리 896-8,37.89427567,127.7457047,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-34,2,강원특별자치도 춘천시 후평동 660-7,강원특별자치도 춘천시 후평동 660-7,37.89395523,127.7452927,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-35,2,강원특별자치도 춘천시 후평동 217-8,강원특별자치도 춘천시 후평동 217-8,37.89373398,127.7449722,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-36,2,강원특별자치도 춘천시 후평동 217-8,강원특별자치도 춘천시 후평동 217-8,37.89350128,127.7445297,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-37,2,강원특별자치도 춘천시 후평동 217-8,강원특별자치도 춘천시 후평동 217-8,37.8932457,127.7441254,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-38,2,강원특별자치도 춘천시 후평동 217-8,강원특별자치도 춘천시 후평동 217-8,37.8930397,127.7436905,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-39,2,강원특별자치도 춘천시 후평동 217-8,강원특별자치도 춘천시 후평동 217-8,37.89284134,127.7432861,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-40,2,강원특별자치도 춘천시 후평동 217-8,강원특별자치도 춘천시 후평동 217-8,37.89261246,127.7427216,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-41,2,강원특별자치도 춘천시 후평동 217-8,강원특별자치도 춘천시 후평동 217-8,37.89247131,127.7423553,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
027-42,2,강원특별자치도 춘천시 후평동 217-8,강원특별자치도 춘천시 후평동 217-8,37.89234161,127.7419281,LED,033-250-3441,강원특별자치도 춘천시청,2026-06-10
